name_1,contrib_1,name_2,contrib_2,name_3,contrib_3,name_4,contrib_4,name_5,contrib_5,name_6,contrib_6,name_7,contrib_7,name_8,contrib_8,name_9,contrib_9,name_10,contrib_10,name_11,contrib_11,name_12,contrib_12,name_13,contrib_13,bias
29_texture_worst,0.8606481552124023,23_smoothness_worst,0.42366743087768555,27_texture_mean,0.3725171089172363,0_area_mean,-0.1344776600599289,15_perimeter_mean,-0.17357350885868072,1_area_se,-0.23889634013175964,11_concavity_worst,-0.41589123010635376,9_concavity_mean,-0.42374470829963684,6_concave points_mean,-0.4542614817619324,17_perimeter_worst,-0.47200527787208557,2_area_worst,-0.5035412907600403,20_radius_worst,-0.5752114057540894,8_concave points_worst,-0.8333746194839478,-1.6451346
8_concave points_worst,1.2796627283096313,20_radius_worst,0.9689907431602478,2_area_worst,0.766355574131012,17_perimeter_worst,0.7084959745407104,29_texture_worst,0.6727550625801086,9_concavity_mean,0.6223266124725342,6_concave points_mean,0.5996303558349609,11_concavity_worst,0.5196352601051331,27_texture_mean,0.387500524520874,23_smoothness_worst,0.3822583556175232,1_area_se,0.359809935092926,15_perimeter_mean,0.29760023951530456,0_area_mean,0.27163201570510864,-1.6451346
11_concavity_worst,0.45922183990478516,9_concavity_mean,0.2593468725681305,0_area_mean,-0.1025572344660759,15_perimeter_mean,-0.17771810293197632,27_texture_mean,-0.28352031111717224,1_area_se,-0.30223190784454346,23_smoothness_worst,-0.4012036323547363,6_concave points_mean,-0.4087281823158264,29_texture_worst,-0.4950675666332245,2_area_worst,-0.5316827297210693,17_perimeter_worst,-0.5378191471099854,20_radius_worst,-0.6533719897270203,8_concave points_worst,-0.8488283753395081,-1.6451346
23_smoothness_worst,0.35557055473327637,0_area_mean,-0.1286960393190384,15_perimeter_mean,-0.17263785004615784,1_area_se,-0.22954823076725006,27_texture_mean,-0.3714253306388855,6_concave points_mean,-0.39768707752227783,11_concavity_worst,-0.4028693735599518,9_concavity_mean,-0.43861523270606995,29_texture_worst,-0.4572675824165344,17_perimeter_worst,-0.4771729111671448,2_area_worst,-0.4970472455024719,20_radius_worst,-0.550090491771698,8_concave points_worst,-0.8005750179290771,-1.6451346
8_concave points_worst,1.2777986526489258,20_radius_worst,0.9447086453437805,2_area_worst,0.761247992515564,17_perimeter_worst,0.70162433385849,29_texture_worst,0.6671825051307678,6_concave points_mean,0.5966624021530151,9_concavity_mean,0.5881805419921875,11_concavity_worst,0.5305593609809875,23_smoothness_worst,0.4148048460483551,27_texture_mean,0.3952077031135559,1_area_se,0.35836637020111084,15_perimeter_mean,0.2920916676521301,0_area_mean,0.2664601802825928,-1.6451346
8_concave points_worst,1.3007347583770752,20_radius_worst,0.8291663527488708,17_perimeter_worst,0.7319018244743347,9_concavity_mean,0.6847279667854309,29_texture_worst,0.635343611240387,6_concave points_mean,0.6232554912567139,11_concavity_worst,0.6193873882293701,2_area_worst,0.6020246148109436,23_smoothness_worst,0.5494019389152527,1_area_se,0.3642124533653259,27_texture_mean,0.024818722158670425,15_perimeter_mean,-0.1995972990989685,0_area_mean,-0.21297506988048553,-1.6451346
8_concave points_worst,1.2975329160690308,20_radius_worst,1.0816141366958618,2_area_worst,0.8228052854537964,17_perimeter_worst,0.757271945476532,6_concave points_mean,0.6185750365257263,11_concavity_worst,0.5409067273139954,9_concavity_mean,0.5083926320075989,29_texture_worst,0.38479241728782654,1_area_se,0.3819466233253479,23_smoothness_worst,0.3211429715156555,15_perimeter_mean,0.3084603548049927,0_area_mean,0.2719109356403351,27_texture_mean,-0.24227729439735413,-1.6451346
0_area_mean,-0.13410884141921997,1_area_se,-0.14435140788555145,15_perimeter_mean,-0.1477714329957962,23_smoothness_worst,-0.35709571838378906,6_concave points_mean,-0.3816530406475067,11_concavity_worst,-0.41602522134780884,9_concavity_mean,-0.4319973289966583,27_texture_mean,-0.4368116855621338,17_perimeter_worst,-0.445247083902359,2_area_worst,-0.45784318447113037,20_radius_worst,-0.5323078036308289,29_texture_worst,-0.5648809671401978,8_concave points_worst,-0.7672913670539856,-1.6451346
29_texture_worst,0.8850566148757935,27_texture_mean,0.37350350618362427,0_area_mean,-0.1366494596004486,15_perimeter_mean,-0.1658671796321869,1_area_se,-0.24522928893566132,23_smoothness_worst,-0.3492630422115326,11_concavity_worst,-0.4067942500114441,9_concavity_mean,-0.40989020466804504,6_concave points_mean,-0.45094460248947144,17_perimeter_worst,-0.46299824118614197,2_area_worst,-0.4866471290588379,20_radius_worst,-0.576104462146759,8_concave points_worst,-0.802777886390686,-1.6451346
8_concave points_worst,1.2941087484359741,20_radius_worst,1.079414963722229,2_area_worst,0.8359739184379578,17_perimeter_worst,0.7862026691436768,29_texture_worst,0.6761488318443298,6_concave points_mean,0.6248646378517151,23_smoothness_worst,0.38525211811065674,1_area_se,0.3591536581516266,27_texture_mean,0.3266068696975708,11_concavity_worst,0.2134661227464676,15_perimeter_mean,0.018061155453324318,9_concavity_mean,0.010355928912758827,0_area_mean,-0.01398240402340889,-1.6451346
29_texture_worst,0.7255764603614807,27_texture_mean,0.3892671763896942,0_area_mean,-0.15074414014816284,15_perimeter_mean,-0.16731522977352142,1_area_se,-0.246219664812088,23_smoothness_worst,-0.3492630422115326,11_concavity_worst,-0.4067942500114441,9_concavity_mean,-0.43059760332107544,6_concave points_mean,-0.46207156777381897,17_perimeter_worst,-0.46531006693840027,2_area_worst,-0.4872126877307892,20_radius_worst,-0.5830202698707581,8_concave points_worst,-0.8060244917869568,-1.6451346
23_smoothness_worst,0.5383074879646301,15_perimeter_mean,-0.14192473888397217,0_area_mean,-0.14376498758792877,1_area_se,-0.2326401025056839,27_texture_mean,-0.3082047998905182,6_concave points_mean,-0.3887854218482971,11_concavity_worst,-0.41929590702056885,9_concavity_mean,-0.44637376070022583,17_perimeter_worst,-0.4796532094478607,29_texture_worst,-0.4842701852321625,2_area_worst,-0.49345463514328003,20_radius_worst,-0.5548139810562134,8_concave points_worst,-0.8121286034584045,-1.6451346
23_smoothness_worst,0.5096912384033203,0_area_mean,-0.12747260928153992,15_perimeter_mean,-0.13942354917526245,1_area_se,-0.23726433515548706,8_concave points_worst,-0.2601126432418823,6_concave points_mean,-0.3741240203380585,11_concavity_worst,-0.4309704601764679,17_perimeter_worst,-0.4542844891548157,9_concavity_mean,-0.46402716636657715,27_texture_mean,-0.4661036729812622,2_area_worst,-0.5034958720207214,29_texture_worst,-0.5090471506118774,20_radius_worst,-0.5587461590766907,-1.6451346
9_concavity_mean,0.7174142003059387,29_texture_worst,0.6461809277534485,11_concavity_worst,0.5563843846321106,23_smoothness_worst,0.5166494250297546,27_texture_mean,0.27605757117271423,0_area_mean,-0.18582800030708313,15_perimeter_mean,-0.19441670179367065,1_area_se,-0.2977727949619293,6_concave points_mean,-0.47816699743270874,17_perimeter_worst,-0.5592997670173645,2_area_worst,-0.591310977935791,20_radius_worst,-0.6338506937026978,8_concave points_worst,-0.8857302069664001,-1.6451346
8_concave points_worst,0.45760998129844665,23_smoothness_worst,0.38190776109695435,1_area_se,-0.06056157127022743,0_area_mean,-0.10402292013168335,15_perimeter_mean,-0.1696375608444214,27_texture_mean,-0.20104800164699554,29_texture_worst,-0.35806331038475037,6_concave points_mean,-0.431634783744812,17_perimeter_worst,-0.4448211193084717,2_area_worst,-0.45788633823394775,20_radius_worst,-0.515461266040802,11_concavity_worst,-0.5175866484642029,9_concavity_mean,-0.5670739412307739,-1.6451346
23_smoothness_worst,0.6338320374488831,6_concave points_mean,0.5657349228858948,9_concavity_mean,0.5517712235450745,11_concavity_worst,0.1425725370645523,0_area_mean,-0.1361318826675415,15_perimeter_mean,-0.1885472983121872,1_area_se,-0.2728642523288727,27_texture_mean,-0.5505123138427734,2_area_worst,-0.5512987375259399,17_perimeter_worst,-0.5650901794433594,20_radius_worst,-0.587750256061554,29_texture_worst,-0.6361488699913025,8_concave points_worst,-0.8746514916419983,-1.6451346
8_concave points_worst,1.3811309337615967,20_radius_worst,1.0437376499176025,2_area_worst,0.7977622151374817,17_perimeter_worst,0.7368007898330688,29_texture_worst,0.6640565395355225,6_concave points_mean,0.6302016973495483,9_concavity_mean,0.6025444865226746,11_concavity_worst,0.5732622742652893,23_smoothness_worst,0.4794887900352478,27_texture_mean,0.33331912755966186,15_perimeter_mean,0.017502371221780777,0_area_mean,-0.07194693386554718,1_area_se,-0.29194891452789307,-1.6451346
23_smoothness_worst,0.21210606396198273,0_area_mean,-0.1356748789548874,15_perimeter_mean,-0.16643163561820984,1_area_se,-0.22273218631744385,6_concave points_mean,-0.378167062997818,11_concavity_worst,-0.406773179769516,9_concavity_mean,-0.4350626766681671,27_texture_mean,-0.43898865580558777,17_perimeter_worst,-0.4538707435131073,2_area_worst,-0.4839129149913788,29_texture_worst,-0.526832640171051,20_radius_worst,-0.5367358922958374,8_concave points_worst,-0.79250168800354,-1.6451346
29_texture_worst,0.6910824179649353,27_texture_mean,0.3827455937862396,0_area_mean,-0.13595755398273468,15_perimeter_mean,-0.165432870388031,1_area_se,-0.2384711056947708,23_smoothness_worst,-0.3515379726886749,11_concavity_worst,-0.41299518942832947,9_concavity_mean,-0.43710818886756897,6_concave points_mean,-0.46207156777381897,17_perimeter_worst,-0.46299824118614197,2_area_worst,-0.4872126877307892,20_radius_worst,-0.5830202698707581,8_concave points_worst,-0.8094521760940552,-1.6451346
8_concave points_worst,1.264513611793518,20_radius_worst,0.9719786047935486,2_area_worst,0.7697901129722595,17_perimeter_worst,0.7227975726127625,29_texture_worst,0.6708168983459473,9_concavity_mean,0.6271997690200806,6_concave points_mean,0.6024888753890991,11_concavity_worst,0.5198848247528076,23_smoothness_worst,0.3974454998970032,27_texture_mean,0.3885226547718048,1_area_se,0.35350194573402405,15_perimeter_mean,0.29951155185699463,0_area_mean,0.2705034017562866,-1.6451346
23_smoothness_worst,0.3930724561214447,9_concavity_mean,0.31038516759872436,11_concavity_worst,0.07209714502096176,1_area_se,-0.04950979724526405,15_perimeter_mean,-0.19103501737117767,27_texture_mean,-0.19228285551071167,0_area_mean,-0.20182377099990845,29_texture_worst,-0.3942074477672577,6_concave points_mean,-0.4245396852493286,20_radius_worst,-0.5236047506332397,17_perimeter_worst,-0.5400710701942444,2_area_worst,-0.5489388108253479,8_concave points_worst,-0.8644996881484985,-1.6451346
8_concave points_worst,1.4153090715408325,29_texture_worst,0.765022337436676,6_concave points_mean,0.6890324950218201,9_concavity_mean,0.5418362617492676,11_concavity_worst,0.5136711001396179,2_area_worst,0.5024129152297974,23_smoothness_worst,0.43226689100265503,27_texture_mean,0.2513537108898163,17_perimeter_worst,0.11874513328075409,20_radius_worst,0.06033964455127716,15_perimeter_mean,0.03191528469324112,1_area_se,-0.027456793934106827,0_area_mean,-0.07543401420116425,-1.6451346
29_texture_worst,0.5731267333030701,27_texture_mean,0.4401809573173523,0_area_mean,-0.13424351811408997,15_perimeter_mean,-0.16882482171058655,1_area_se,-0.24400267004966736,23_smoothness_worst,-0.354051411151886,11_concavity_worst,-0.4067942500114441,9_concavity_mean,-0.42679134011268616,6_concave points_mean,-0.46296629309654236,17_perimeter_worst,-0.4695071578025818,2_area_worst,-0.49477291107177734,20_radius_worst,-0.589029848575592,8_concave points_worst,-0.810748279094696,-1.6451346
20_radius_worst,1.0580261945724487,8_concave points_worst,0.8926037549972534,2_area_worst,0.8280002474784851,17_perimeter_worst,0.7708545327186584,29_texture_worst,0.6497597098350525,6_concave points_mean,0.6425937414169312,9_concavity_mean,0.5906779170036316,11_concavity_worst,0.5491895079612732,23_smoothness_worst,0.4288718104362488,27_texture_mean,0.34836262464523315,15_perimeter_mean,0.29868224263191223,0_area_mean,0.2855162024497986,1_area_se,0.2223685383796692,-1.6451346
1_area_se,-0.10994336009025574,0_area_mean,-0.11976847052574158,29_texture_worst,-0.17111392319202423,15_perimeter_mean,-0.1761411428451538,23_smoothness_worst,-0.24459165334701538,27_texture_mean,-0.2509031891822815,6_concave points_mean,-0.42572295665740967,2_area_worst,-0.4490524232387543,11_concavity_worst,-0.46336328983306885,17_perimeter_worst,-0.4665931463241577,20_radius_worst,-0.4713030457496643,9_concavity_mean,-0.5132894515991211,8_concave points_worst,-0.82514888048172,-1.6451346
29_texture_worst,0.8430364727973938,8_concave points_worst,0.7868000864982605,6_concave points_mean,0.6591432094573975,27_texture_mean,0.5033968687057495,1_area_se,0.34131959080696106,9_concavity_mean,0.3165687024593353,11_concavity_worst,0.07881063967943192,15_perimeter_mean,0.01377855148166418,0_area_mean,-0.02386130392551422,2_area_worst,-0.10538385808467865,23_smoothness_worst,-0.21268491446971893,17_perimeter_worst,-0.23164913058280945,20_radius_worst,-0.3419075608253479,-1.6451346
8_concave points_worst,1.2615209817886353,20_radius_worst,0.9760984778404236,2_area_worst,0.7760356664657593,17_perimeter_worst,0.7112319469451904,29_texture_worst,0.6670730710029602,9_concavity_mean,0.6184146404266357,6_concave points_mean,0.5994853377342224,11_concavity_worst,0.5154562592506409,27_texture_mean,0.3974825441837311,1_area_se,0.36159631609916687,23_smoothness_worst,0.31179314851760864,15_perimeter_mean,0.3101261258125305,0_area_mean,0.28687143325805664,-1.6451346
0_area_mean,-0.12143740057945251,15_perimeter_mean,-0.16816219687461853,1_area_se,-0.23324283957481384,23_smoothness_worst,-0.24535790085792541,6_concave points_mean,-0.37545427680015564,11_concavity_worst,-0.397946834564209,9_concavity_mean,-0.4228559732437134,27_texture_mean,-0.4281916618347168,17_perimeter_worst,-0.44887667894363403,2_area_worst,-0.46816307306289673,20_radius_worst,-0.5379452705383301,29_texture_worst,-0.5593500137329102,8_concave points_worst,-0.7828134894371033,-1.6451346
0_area_mean,-0.12210790812969208,15_perimeter_mean,-0.15553082525730133,1_area_se,-0.23089095950126648,23_smoothness_worst,-0.3489019274711609,6_concave points_mean,-0.37277621030807495,11_concavity_worst,-0.3971421718597412,9_concavity_mean,-0.4183313548564911,27_texture_mean,-0.43351343274116516,17_perimeter_worst,-0.4412079453468323,2_area_worst,-0.45784318447113037,20_radius_worst,-0.5317151546478271,29_texture_worst,-0.5585553050041199,8_concave points_worst,-0.7664379477500916,-1.6451346
8_concave points_worst,1.3230358362197876,20_radius_worst,0.9063640236854553,17_perimeter_worst,0.730089545249939,29_texture_worst,0.7030491828918457,2_area_worst,0.6326909065246582,9_concavity_mean,0.6300856471061707,6_concave points_mean,0.6002987623214722,11_concavity_worst,0.5787298679351807,27_texture_mean,0.4096185266971588,23_smoothness_worst,0.3725377321243286,15_perimeter_mean,0.28531375527381897,0_area_mean,0.22109763324260712,1_area_se,-0.23145610094070435,-1.6451346
8_concave points_worst,1.3504362106323242,6_concave points_mean,0.5745725631713867,9_concavity_mean,0.2531811594963074,11_concavity_worst,0.2067408263683319,17_perimeter_worst,0.038192398846149445,15_perimeter_mean,0.022273026406764984,0_area_mean,-0.10237874835729599,2_area_worst,-0.15423230826854706,23_smoothness_worst,-0.2571587562561035,1_area_se,-0.3127416968345642,20_radius_worst,-0.3450329601764679,27_texture_mean,-0.6723118424415588,29_texture_worst,-0.7628337740898132,-1.6451346
8_concave points_worst,1.2743079662322998,20_radius_worst,1.0716801881790161,2_area_worst,0.8249373435974121,17_perimeter_worst,0.7927035689353943,6_concave points_mean,0.6321477293968201,9_concavity_mean,0.5229602456092834,27_texture_mean,0.424776554107666,1_area_se,0.4196060001850128,15_perimeter_mean,0.37875398993492126,0_area_mean,0.3340412974357605,29_texture_worst,0.2044825255870819,11_concavity_worst,0.17686639726161957,23_smoothness_worst,-0.16181425750255585,-1.6451346
0_area_mean,-0.13689449429512024,15_perimeter_mean,-0.15676337480545044,1_area_se,-0.2268068492412567,23_smoothness_worst,-0.35546523332595825,6_concave points_mean,-0.37277621030807495,11_concavity_worst,-0.39147529006004333,9_concavity_mean,-0.4158337116241455,27_texture_mean,-0.43153125047683716,17_perimeter_worst,-0.4435197412967682,2_area_worst,-0.45784318447113037,20_radius_worst,-0.5317151546478271,29_texture_worst,-0.5585553050041199,8_concave points_worst,-0.7664379477500916,-1.6451346
29_texture_worst,0.8256958723068237,27_texture_mean,0.3761277198791504,0_area_mean,-0.13795389235019684,15_perimeter_mean,-0.14979282021522522,1_area_se,-0.2584986090660095,23_smoothness_worst,-0.32002967596054077,11_concavity_worst,-0.43785709142684936,9_concavity_mean,-0.44705361127853394,6_concave points_mean,-0.45907285809516907,17_perimeter_worst,-0.46770548820495605,2_area_worst,-0.4952213764190674,20_radius_worst,-0.5839999318122864,8_concave points_worst,-0.8119034171104431,-1.6451346
8_concave points_worst,1.269580602645874,20_radius_worst,1.0038343667984009,2_area_worst,0.772567629814148,17_perimeter_worst,0.7529805302619934,9_concavity_mean,0.6368236541748047,6_concave points_mean,0.6235870718955994,29_texture_worst,0.5818544030189514,11_concavity_worst,0.5178816318511963,27_texture_mean,0.43314632773399353,1_area_se,0.39446359872817993,15_perimeter_mean,0.3196865916252136,0_area_mean,0.29000502824783325,23_smoothness_worst,-0.3273991048336029,-1.6451346
29_texture_worst,0.5667374134063721,23_smoothness_worst,0.4787765145301819,27_texture_mean,0.2269531488418579,11_concavity_worst,0.1730622947216034,0_area_mean,-0.1535082906484604,15_perimeter_mean,-0.19126687943935394,1_area_se,-0.2649437487125397,9_concavity_mean,-0.4473516047000885,6_concave points_mean,-0.47564631700515747,17_perimeter_worst,-0.5201579332351685,2_area_worst,-0.5330191850662231,20_radius_worst,-0.6196194887161255,8_concave points_worst,-0.872386634349823,-1.6451346
29_texture_worst,0.8856520056724548,27_texture_mean,0.3867035508155823,0_area_mean,-0.1156722754240036,15_perimeter_mean,-0.1495773196220398,1_area_se,-0.25410521030426025,23_smoothness_worst,-0.3527912497520447,6_concave points_mean,-0.4159722626209259,11_concavity_worst,-0.4305814206600189,9_concavity_mean,-0.44095340371131897,17_perimeter_worst,-0.4557415843009949,2_area_worst,-0.48873424530029297,20_radius_worst,-0.5776820182800293,8_concave points_worst,-0.8094593286514282,-1.6451346
8_concave points_worst,1.2548835277557373,20_radius_worst,0.9786460399627686,2_area_worst,0.7640732526779175,17_perimeter_worst,0.7270519137382507,29_texture_worst,0.6914217472076416,6_concave points_mean,0.598861575126648,9_concavity_mean,0.5958737134933472,11_concavity_worst,0.5165103077888489,1_area_se,0.39500510692596435,27_texture_mean,0.39232370257377624,15_perimeter_mean,0.3237718641757965,0_area_mean,0.2916986048221588,23_smoothness_worst,-0.26303285360336304,-1.6451346
29_texture_worst,0.8856520056724548,27_texture_mean,0.37381619215011597,0_area_mean,-0.1156722754240036,15_perimeter_mean,-0.1471710205078125,1_area_se,-0.25365889072418213,23_smoothness_worst,-0.3556438982486725,11_concavity_worst,-0.4305814206600189,9_concavity_mean,-0.44095340371131897,17_perimeter_worst,-0.4557415843009949,6_concave points_mean,-0.4565998911857605,2_area_worst,-0.48873424530029297,20_radius_worst,-0.5776820182800293,8_concave points_worst,-0.8094593286514282,-1.6451346
29_texture_worst,0.6381135582923889,27_texture_mean,0.4477904140949249,1_area_se,0.3222964107990265,2_area_worst,0.06045657768845558,15_perimeter_mean,-0.03842843323945999,0_area_mean,-0.08919155597686768,20_radius_worst,-0.17748776078224182,17_perimeter_worst,-0.19517238438129425,23_smoothness_worst,-0.41305452585220337,6_concave points_mean,-0.4874425530433655,11_concavity_worst,-0.52986079454422,9_concavity_mean,-0.561407208442688,8_concave points_worst,-0.8772238492965698,-1.6451346
27_texture_mean,0.14082343876361847,0_area_mean,-0.14610035717487335,15_perimeter_mean,-0.1815839260816574,1_area_se,-0.24287180602550507,23_smoothness_worst,-0.29920694231987,11_concavity_worst,-0.41004490852355957,6_concave points_mean,-0.4317472279071808,9_concavity_mean,-0.43887943029403686,29_texture_worst,-0.4749145805835724,17_perimeter_worst,-0.4841696321964264,2_area_worst,-0.501622200012207,20_radius_worst,-0.5843346118927002,8_concave points_worst,-0.8046337366104126,-1.6451346
29_texture_worst,0.6523576378822327,23_smoothness_worst,0.61519855260849,8_concave points_worst,0.41658109426498413,11_concavity_worst,0.1868782788515091,9_concavity_mean,-0.11633840948343277,0_area_mean,-0.16927339136600494,27_texture_mean,-0.18731747567653656,15_perimeter_mean,-0.2233438491821289,1_area_se,-0.27720439434051514,6_concave points_mean,-0.4289706349372864,2_area_worst,-0.5455411672592163,17_perimeter_worst,-0.5528876781463623,20_radius_worst,-0.6995939612388611,-1.6451346
1_area_se,-0.11064515262842178,0_area_mean,-0.15644612908363342,15_perimeter_mean,-0.18149082362651825,27_texture_mean,-0.2497808039188385,23_smoothness_worst,-0.30481013655662537,6_concave points_mean,-0.4121202826499939,29_texture_worst,-0.41639235615730286,11_concavity_worst,-0.42689892649650574,9_concavity_mean,-0.47125154733657837,17_perimeter_worst,-0.4779388904571533,2_area_worst,-0.48808255791664123,20_radius_worst,-0.5780920386314392,8_concave points_worst,-0.804602324962616,-1.6451346
20_radius_worst,1.0529664754867554,2_area_worst,0.821563720703125,17_perimeter_worst,0.8188304305076599,8_concave points_worst,0.7091482877731323,6_concave points_mean,0.5650472044944763,9_concavity_mean,0.46402862668037415,1_area_se,0.4204738736152649,15_perimeter_mean,0.41314253211021423,0_area_mean,0.35129693150520325,23_smoothness_worst,-0.2832626700401306,11_concavity_worst,-0.31665876507759094,29_texture_worst,-0.7680804133415222,27_texture_mean,-0.7806808948516846,-1.6451346
29_texture_worst,0.9031053781509399,27_texture_mean,0.3739178776741028,1_area_se,-0.05518583580851555,0_area_mean,-0.15211127698421478,15_perimeter_mean,-0.16454151272773743,23_smoothness_worst,-0.35063955187797546,11_concavity_worst,-0.4209246039390564,9_concavity_mean,-0.42797794938087463,6_concave points_mean,-0.4536450505256653,17_perimeter_worst,-0.4647255837917328,2_area_worst,-0.48657724261283874,20_radius_worst,-0.5765442252159119,8_concave points_worst,-0.8033776879310608,-1.6451346
